decision_id	timestamp_utc	decision_type	target_file	target_group_id	before_status	after_status	manifest_update	frontier_change	evidence_execution_ids	campaign_id	validation_lane	milestone	first_failing_step	first_failing_var	zone_i	zone_j	zone_k	restart_repro_status	diff_plotfile_path	clean_sha_basis	reason	operator_notes
20260814T030000Z_wdm6_g13f_roqimax_closed	20260814T030000Z	TIER2_ROOT_CAUSE_FIXED	Source/Microphysics/WDM6/ERF_InitWDM6.cpp	G13f	FIRST_FAILING_GROUP_IDENTIFIED	CLOSED_BITWISE	none	none	NA	tier2_g13f_psaut	tag_frontier	A	NA	psaut	199	3	100	NA	NA	dirty_triage_only	G13f POST closed from 1.862e-11 to exactly 0. Root cause was roqimax, computed in Fortran at ERF_module_mp_wdm6.F90:3111 as roqimax = 2.08e22*dimax**8 and in C++ at ERF_InitWDM6.cpp:229 as Real(2.08e22)*std::pow(dimax,Real(8.0)). Two mismatches: the 2.08e22 coefficient is unsuffixed in Fortran and therefore float32-rounded, a 4.711e-08 relative difference; and the Fortran exponent is an INTEGER so gfortran expands it to repeated multiplication rather than a libm pow call. The coefficient was the whole effect: measured pow versus repeated-squaring difference for this value is exactly 0.000e+00, so the sqrt/pow lowering concern does not bite here. Predicted psaut impact from the coefficient alone was 1.9e-11 against 1.862e-11 observed. Fixed by routing the coefficient through wdm6_literal and writing the exponent as explicit squaring so the two sides agree structurally rather than coincidentally. RESULT: step 1 now has NO material divergence in any of the 33 groups; the only nonzero readings are four instances of 2.220e-16 on denfac at k=9 in G8, G11, G13b and G13c, one ULP and consistent across four independent groups.	MILESTONE A NOW PASSES BITWISE: all 32 variables report exactly 0, the first time in this campaign. Milestone B is unchanged and bit-identical to the previous measurement, which is itself the finding: since step 1 is now bitwise clean, the step-1 seed was never what drove the step-10 blowup. Also uncovered: wdm6_literal in ERF_WDM6.H covers only the 39 header constants, and there are 98 further float32-lossy inline literals in the WDM6 C++ sources, 87 in ERF_AdvanceWDM6.cpp and 11 in ERF_InitWDM6.cpp, including Euler-Mascheroni 0.577215664901532. Those are not yet routed through the switch and each is a latent divergence.
20260814T030000Z_wdm6_step2_discontinuity	20260814T030000Z	DIVERGENCE_SITE_CANDIDATE	Source/Microphysics/WDM6/ERF_module_mp_wdm6_isohelper.F90	W3_STATECOPY	NA	OPEN_NEXT_FRONTIER	none	none	NA	tier2_g13f_psaut	plotfile_parity_serial	B	2	rhoQ3	NA	NA	NA	NA	NA	dirty_triage_only	New frontier, and a different character to everything so far. plt00001 AGREES bitwise across all 32 variables while plt00002 FAILS with 24 nonzero and rhoQ3 at 148.4 relative. Bitwise-identical to catastrophic in a single step is a discrete event, not error amplification, so a step-dependent code path is implicated rather than a constant or an expression. Confirmed structural asymmetry at the bridge boundary: mp_wdm6_run_c calls mp_wdm6_run which calls wdm62D directly, and mp_wdm6_run contains zero references to itimestep, so the wdm6 driver's 'if (itimestep .eq. 1) nn = ccn0' block at line 216-224 is UNREACHABLE through the bridge. The native path emulates that initialisation with the m_nn_initialized flag in ERF_InitWDM6.cpp and ERF_UpdateWDM6.cpp instead. Any disagreement between those two mechanisms about when the CCN field is reseeded would present exactly as a step-2 discontinuity.	NOT PROVEN, and one observation is in tension with it: the G1c PRE tag reports nn as 1.0e8 on the bridge leg against 1.8405808145911936e+05 on the native leg at step-2 entry, a difference of 9.98e+07 that matches the reported group divergence, yet plt00001 is bitwise equal on all 32 variables including nn, so the conserved state entering step 2 is identical. Under corpus axis 5 the structure must be resolved before the values are interpreted: the unconverted Tier 1 tags are single-cell at kts, the isohelper substitutes its for the target column when it falls outside the tile (line 110), and debug is suppressed for non-target j slices (line 156), so the tag and the plotfile may not be sampling the same thing. Resolve by instrumenting W3_STATECOPY directly with paired PRE/POST records around Copy_State_to_Micro rather than inferring from group tags.
20260814T104000Z_wdm6_step2_discontinuity_reframed	20260814T104000Z	HYPOTHESIS_RETRACTED	Source/Microphysics/WDM6/ERF_module_mp_wdm6_isohelper.F90	W3_STATECOPY	DIVERGENCE_SITE_CANDIDATE	RETRACTED_NOT_A_STEP_DEPENDENT_PATH	none	none	20260814T105300Z_tier1_allk_step2_clean_fortran_dbg1;20260814T105300Z_tier1_allk_step2_clean_cpp_dbg1	tier1_allk_step2_clean	plotfile_parity_serial	B	2	rhoQ3	199	3	36	NA	NA	bc03ab8d11f6d5e7969fdb7bb2251812b9c30bb1	The previous session recorded W3_STATECOPY as the candidate site on the reasoning that plt00001 bitwise equal followed by plt00002 catastrophic must mean a step-dependent code path, and named the unreachable 'if (itimestep .eq. 1) nn = ccn0' block against the m_nn_initialized emulation as the mechanism. That is retracted. W3_STATECOPY was never instrumented and did not need to be: Copy_State_to_Micro and Copy_Micro_to_State are WDM6 class methods shared by both legs, both legs are the same binary under erf.use_wdm6_cpp_answer, and m_nn_initialized therefore follows an identical sequence on each. The actual explanation is that the step-1 pass was VACUOUS. The Bubble initial condition carries no condensate, so at step-1 kernel entry qc = 0 and nc = 0 everywhere; every warm-rain, activation and cloud-water freezing branch is gated on qc or nc and is a no-op on both legs, which is why 33 of 33 groups and all 32 plotfile variables agreed. Step 2 is the first call whose input carries cloud water, so that entire surface fires for the first time. Bitwise to catastrophic in one step is an ONSET, not a discrete event, and the tag frontier's step-1 closure of those groups was correspondingly hollow.	The tension the previous handoff flagged is also resolved and was not a sampling artifact. The G1c PRE tag at step-2 entry reported t, p and den bitwise equal on both legs with only nn differing, 1.0e8 on the bridge against 1.8405808145911936e+05 on the native leg, so the tag and the plotfile were sampling the same cell after all. The bridge value is 1.0e8 because P0 clamps it there; see the next row. Generalizable and worth promoting: a group tag that reads zero at a step whose inputs cannot activate the group is not evidence of closure. Step-1 agreement on a from-rest initial condition should be treated as a NULL result for every gated group until a step with nonzero input confirms it.
20260814T104100Z_wdm6_p0_ccn_clamp_closed	20260814T104100Z	TIER2_ROOT_CAUSE_FIXED	Source/Microphysics/WDM6/ERF_AdvanceWDM6.cpp	P0	OPEN_NEXT_FRONTIER	CLOSED_BITWISE	none	none	20260814T105300Z_tier1_allk_step2_clean_fortran_dbg1;20260814T105300Z_tier1_allk_step2_clean_cpp_dbg1	tier1_allk_step2_clean	tag_frontier	B	2	nn	199	3	1	NA	NA	bc03ab8d11f6d5e7969fdb7bb2251812b9c30bb1	Defect 1 of 4. ERF_module_mp_wdm6.F90:604 clamps the CCN field into a band, ncr(i,k,1) = min(max(ncr(i,k,1),1.e8),2.e10), inside P0 and before the minor timestep loop. The native path at ERF_AdvanceWDM6.cpp only floored it at zero, nn_arr = max(nn_arr, 0.0). The clamp re-seeds aerosol to the background concentration at the top of every macro step, so activation depletion never carries across steps. It is a no-op at step 1, where Init() has just set nn to ccn0 = 1.e8 everywhere, and diverges from step 2 onward. Both band literals are exactly representable in float32 so the literal precision contract is satisfied either way; they are routed through wdm6_literal for uniformity. Fixed. Measured effect in isolation: step-2 nn went from 1.832e+08 absolute to exactly 0.	bubble_campaign.md already documented the 1e8-2e10 bound in prose, citing :602, while the native path did not implement it. A documented bound that no test asserts is not a bound. P0 is one of the tags still single-cell at kts, but that is not why this was missed; the tag would have caught it at step 2 at any k. It was missed because no one compared step 2.
20260814T104200Z_wdm6_g3_g11_rslopec_closed	20260814T104200Z	TIER2_ROOT_CAUSE_FIXED	Source/Microphysics/WDM6/ERF_AdvanceWDM6.cpp	G3	OPEN_NEXT_FRONTIER	CLOSED_TO_LITERAL_RESIDUAL	none	FIRST_FAILING_GROUP_MOVED_G3_TO_G8	20260814T105300Z_tier1_allk_step2_clean_fortran_dbg1;20260814T105300Z_tier1_allk_step2_clean_cpp_dbg1	tier1_allk_step2_clean	tag_frontier	B	2	rslopec	199	3	1	NA	NA	bc03ab8d11f6d5e7969fdb7bb2251812b9c30bb1	Defect 2 of 4, and the first materially failing group at step 2 before it was fixed. The Fortran statement function at :562 is lamdac(x,y,z) = exp(log(((pidnc*z)/(x*y)))*((.33333333))) and BOTH of its call sites, G3 at :915 and G11 at :1544, take the RECIPROCAL: rslopec = 1./lamdac(...). The native path had two separate and separately wrong implementations of it. wdm6_rslopec_exact returned lamdac itself with no reciprocal, so G3's rslopec was off by 1/lamdac^2. wdm6_lamdac, used only by G11, cancelled den out of its argument, used std::pow with a true 1/3 instead of exp/log with the unsuffixed .33333333, and carried a qc <= 1.e-9 / nc <= 1.e1 guard of its own that fired inside G11's own gate. Measured at k=1 at step-2 entry with qc, qi, nc and den all bitwise equal on both legs: Fortran rslopec 4.9999949281595686E-05, native 2.0000012218222189E+04, and rslopec3 1.25e-13 against 8.0e+12. Invisible at step 1 because with qc <= qmin both legs take the rslopecmax branch. Fixed by consolidating onto one exact port, wdm6_lamdac_exact, with wdm6_rslopec_exact as its reciprocal, used at both sites.	G3 POST went from 8.000e+12 to 4.638e-13, not to 0. The residual is about 1e-08 relative, the signature of the unsuffixed .33333333 exponent now routed through wdm6_literal plus whatever pidnc carries; it is in the same family as the 98 outstanding inline literals and is not structural. Two independent wrong ports of one statement function is the reusable lesson: when a Fortran statement function has more than one call site, port it once and call it, or the sites drift.
20260814T104300Z_wdm6_g10c_g10d_fusion_closed	20260814T104300Z	TIER2_ROOT_CAUSE_FIXED	Source/Microphysics/WDM6/ERF_AdvanceWDM6.cpp	G10c	FIRST_FAILING_GROUP_IDENTIFIED	CLOSED_TO_UPSTREAM_RESIDUAL	none	none	20260814T105300Z_tier1_allk_step2_clean_fortran_dbg1;20260814T105300Z_tier1_allk_step2_clean_cpp_dbg1	tier1_allk_step2_clean	tag_frontier	B	2	t	199	3	44	NA	NA	bc03ab8d11f6d5e7969fdb7bb2251812b9c30bb1	Defects 3 and 4 of 4, both in the cloud-water and rain freezing blocks. THREE, the Fortran releases the latent heat of FUSION on freezing: its per-k prologue sets xlf = xls-xl(i,k), with xlf = xlf0 when supcol < 0, and G10c :1432 and G10d :1465 both write t = t + xlf/cpm*pfrzdt. The native G10c and G10d used xl_arr, the latent heat of VAPORISATION, roughly 7.5x too large. G10a already had this right, which is how the discrepancy was spotted. FOUR, G10c's mass rate squares the slope: pfrzdtc = min(pi*pi*pfrz1*(exp(pfrz2*supcolt)-1.)*denr/den*ncr(:,:,2)*rslopec3*rslopec3/18.*dtcld, qci(:,:,1)). The native used rslopec3 once. With a corrected rslopec3 of about 1.25e-13 that made pfrzdtc roughly 8e+12 times too large, so it always saturated at its qc cap and every cell below freezing lost ALL its cloud water to ice in one substep. Directly observed at (199,3,36), T = 271.4 K, supcol 1.74 K: bridge qc 1.473e-02 and qi 7.463e-07, native qc exactly 0 and qi 1.473e-02, with nc driven to 0 and the droplet number handed back to nn by the G16b cloud-evaporation branch. The number rate nfrzdtc takes one factor and was already correct. Both fixed, with factor order written left to right to match the Fortran association. G10d's pfrzdtr already squared rslope3 correctly; only its latent heat was wrong.	Isolated measurement of the latent-heat fix alone, before the squaring fix: step-2 temp 5.657e+01 K to 7.067e+00 K, pressure 1.239e+04 Pa to 1.616e+03 Pa, rhotheta relative 1.018e-01 to 1.312e-02, while rhoQ2, rhoQ3 and nc were bit-identical because the mass conversion was still complete. Adding the squaring fix took temp to 2.139e-03 K and rhoQ3 from 1.484e+02 relative to 1.388e-04. Note these two were fixed BEFORE G8, which is earlier in file order and also materially failing at step 2. That is a deliberate departure from stop-at-first-divergence, taken because both were proven directly against the oracle text at line level while G8 needs a real sedimentation port. Recorded so the departure is not mistaken for G8 having been cleared.
20260814T105400Z_wdm6_step2_frontier_g8_g13a	20260814T105400Z	TAG_FRONTIER_FIRST_FAILURE	Source/Microphysics/WDM6/ERF_module_mp_wdm6.F90	G8	OPEN_NEXT_FRONTIER	FIRST_FAILING_GROUP_IDENTIFIED	none	STEP2_FRONTIER_OPENED_AT_G8	20260814T105300Z_tier1_allk_step2_clean_fortran_dbg1;20260814T105300Z_tier1_allk_step2_clean_cpp_dbg1	tier1_allk_step2_clean	tag_frontier	B	2	qi	199	3	90	NA	NA	bc03ab8d11f6d5e7969fdb7bb2251812b9c30bb1	New step-2 frontier. G8, ice fall speed plus nislfv_rain_plmr ice sedimentation, is the FIRST materially failing group: its PRE is bitwise apart from a 2.220e-16 denfac reading at k=8, and its POST reports qci(:,:,2) = 1.3379355083069166E-04 on the bridge against 1.3384817462591716E-04 on the native leg at k=90, 5.462e-08 absolute and 4.1e-04 relative. That is generated inside G8 from bitwise-equal inputs, and group_map.md already records G8 as 'present only as simplified heuristics'. G13a, the warm-rain rates praut, nraut, pracw, nracw, nccol, nrcol and prevp, is the LARGEST survivor at 1.302e+06 at k=43 and is what the remaining plotfile failure is made of: at step 2 rhoQ2 and rhoQ4 sit at 9.917e-01 and 9.977e-01 relative with everything thermodynamic at or below 1.2e-05, and at step 10 the same pair is 9.959e-01 and 1.000e+00 while the dynamics have come back to 3.6e-02 or better. G14 POST 2.384e+05 at k=1 is on a single-cell tag and is absorbed by G17 POST, which returns to 0.	Take these in file order, G8 then G13a, unless G13a's size argues otherwise; both are real. Neither can be attributed further from the current surface, because P0, G1a-G7, G13g and G14-G17 are still single-cell at kts. Converting P0-G7 to all-k is now cheap insurance rather than the priority it was, since G1b-G7 read exactly 0 at step 2 at k=1 and the two open groups are both downstream of them.
20260814T105500Z_wdm6_milestone_ab_after_step2_closure	20260814T105500Z	PLOTFILE_MILESTONE_PASS_A_FAIL_B	campaign_validation_manifest.tsv	NA	A_FAIL_ICE_RESIDUAL_ONLY;B_FAIL_MATERIAL_STEP2	A_PASS_BITWISE;B_FAIL_WARM_RAIN_ONLY	milestone_A_and_B_status	MILESTONE_B_RESTORED_AS_DISCRIMINATOR	20260814T104500Z_v1m_short_fortran_dbg0;20260814T104500Z_v1m_short_cpp_dbg0	plotfile_parity_wdm6_bubble_v1m	plotfile_parity_serial	A_and_B	2	rhoQ2	199	3	36	NA	plotfile_parity_wdm6_bubble_v1m/short_cpp/plt00002	bc03ab8d11f6d5e7969fdb7bb2251812b9c30bb1	MILESTONE A PASSES BITWISE, 32 of 32 variables at exactly 0, confirmed at a clean SHA with repaired provenance and cross-checked against the tracked AMReX fcompare. The manifest is corrected: it still carried A as FAIL_ICE_RESIDUAL_ONLY from v1g, which the previous session's roqimax closure had already superseded and which was left stale. MILESTONE B still FAILS but its character has changed completely. Before: 27 of 32 nonzero, rhoQ3 1.385e+02, qi 9.235e+01, x_velocity 9.176e+01, pert_pres 1.757e+01. After: rhoQ3 6.919e-01, qi 4.581e-01, x_velocity 3.595e-02, pert_pres 2.371e-02, z_velocity 1.227e-03, pert_dens 1.750e-03, qv 1.892e-03, temp 4.272e-04, density 4.260e-05. Everything outside the warm-rain pair is now three to four orders of magnitude better. rhoQ2 9.959e-01 and rhoQ4 1.000e+00 are what remains, with nr at 1.000e+00.	The standing note that 'Milestone B is currently useless as a discriminator, its divergence is dominated by the step-2 event, so any microphysics change reads 1.000x there' is RETIRED. The dynamics no longer decorrelate by step 10, so B once again separates changes. Milestone C is still not attempted and remains blocked on B. Rerunning C is not yet worth the wall clock while the qc/qr pair is at relative 1.
20260814T111500Z_wdm6_step2_frontier_corrected	20260814T111500Z	FRONTIER_CORRECTION	Source/Microphysics/WDM6/ERF_module_mp_wdm6.F90	G4	FIRST_FAILING_GROUP_IDENTIFIED	FIRST_FAILING_GROUP_UNRESOLVED_PENDING_ALLK	milestone_B_notes	G8_DEMOTED_FROM_FIRST_TO_FIRST_OBSERVED	20260814T105300Z_tier1_allk_step2_clean_fortran_dbg1;20260814T105300Z_tier1_allk_step2_clean_cpp_dbg1	tier1_allk_step2_clean	tag_frontier	B	2	qr	199	3	1	NA	NA	bc03ab8d11f6d5e7969fdb7bb2251812b9c30bb1	Correction to 20260814T105400Z_wdm6_step2_frontier_g8_g13a, which named G8 the FIRST materially failing group at step 2. G8 is only the first OBSERVED one. G4, G5a, G5b, G5c, G6 and G7 sit between G3 and G8 in file order, are all recorded in group_map.md as not yet ported faithfully, and are still single-cell at kts. At kts their inputs are identically zero: PRE_G4 prints qrs(:,kts,1), qrs(:,kts,2), qrs(:,kts,3) and ncr(:,kts,3), that is qr, qs, qg and nr, and all four read exactly 0.0 on BOTH legs at BOTH steps; PRE_G7 reads the same. There is no precipitating condensate at k=1 in the Bubble case, it is all at k>=33. Those groups reading 0.000e+00 is therefore a NULL RESULT, the spatial form of the same trap this session identified in its temporal form at step 1, and it cannot support a closure claim. The prior row's own operator note compounded the error by arguing the all-k conversion was now cheap insurance BECAUSE G1b-G7 read exactly 0, which cites the null readings as evidence.	What survives unchanged: G8's own attribution. PRE_G8 covers qci(:,:,2), xni, den, t, denfac and delz at all 100 levels and they agree to 2.220e-16, while POST_G8 diverges 4.1e-04 relative on qi, so G8 does generate divergence and remains a valid retreat target. What does NOT survive is attributing G13a's 1.302e+06 to G13a: it consumes rslope, rslopeb, work1 and workn produced by G4, G6 and G11, and two of those three are unobservable. G11 is separately implicated on its own all-k evidence, PRE 1.837e-08 into POST 2.138e-03. REVISED ORDER: convert G4, G5a, G5b, G5c, G6, G7 and ideally P0 and G1a to the all-k contract, re-run the step-2 frontier, and only then name the first failure. Precedent exists: the phase-2 sweep converted 11 groups by scripted transformation that refused any site whose gate did not match the exact expected form. Note also that pre_post_variable_audit.md is a FIELD-coverage audit and is now partly stale, for instance it records PRE_G8 as 4 fields where the code emits 6; k-coverage is a second and independent axis it does not cover. Both matter and neither implies the other.
20260814T121500Z_wdm6_g4g7_allk_converted	20260814T121500Z	DIAGNOSTIC_SURFACE_EXTENDED	Source/Microphysics/WDM6/ERF_module_mp_wdm6.F90	G4	FIRST_FAILING_GROUP_UNRESOLVED_PENDING_ALLK	FIRST_FAILING_GROUP_IDENTIFIED	milestone_B_notes	FIRST_FAILING_GROUP_MOVED_G8_TO_G4	20260814T121500Z_tier1_allk_g4g7_fortran_dbg1;20260814T121500Z_tier1_allk_g4g7_cpp_dbg1	tier1_allk_g4g7	tag_frontier	B	2	work1_snow	199	3	91	NA	NA	b2411e1363faad3a2c62216199b1076510aade0e	Executed the action the previous correction row mandated. G4, G5a, G5b, G5c, G6 and G7 are now all-k on both legs and the null result they returned at kts is gone. It resolved immediately and in the predicted direction: G4 is the first materially failing group at step 2, displacing G8. Its PRE is bitwise apart from a 2.220e-16 denfac reading, and its POST diverges 1.279e-07 at k=91 on field 7, work1(:,:,2), the snow terminal velocity out of slope_wdm6. G5a and G5b POST are exactly 0, so rain sedimentation is clean and the defect is specific to the snow branch. G5c, G6 and G7 inherit it. Decomposed at k=91 from the tag alone, no Tier 2 needed: rslope_snow already differs by 1.761e-08 relative, rslopeb_snow by 7.222e-08, and vt_snow by 7.222e-08 exactly matching rslopeb, so pvts contributes nothing and there are two sources: one upstream of rslope in lamdas or n0sfac, and one in the rslope**bvts exponentiation, since 0.41 times the rslope error accounts for only a tenth of the rslopeb error.	This vindicates RULE_NULL_TAG concretely: G4-G7 read exactly 0.000e+00 for the entire campaign at kts and were treated as uninteresting, while G4 was in fact the first failing group. Retreat order is now G4, then G8, then G11, then G13a. G13a remains the largest number at 1.302e+06 but stays closed to retreat until G4 and G11 are resolved, since it consumes rslope, rslopeb and work1 from them. The scripted-conversion gate also proved its worth by refusing the two G5C sites outright rather than half-converting them.
20260814T121600Z_wdm6_pi_single_precision	20260814T121600Z	TIER2_ROOT_CAUSE_FIXED	Source/Microphysics/WDM6/ERF_InitWDM6.cpp	G3	CLOSED_TO_LITERAL_RESIDUAL	CLOSED_BITWISE	none	none	20260814T121500Z_tier1_allk_g4g7_fortran_dbg1;20260814T121500Z_tier1_allk_g4g7_cpp_dbg1	tier1_allk_g4g7	tag_frontier	B	2	rslopec	199	3	1	NA	NA	b2411e1363faad3a2c62216199b1076510aade0e	A SECOND HAZARD CLASS under the literal precision contract, distinct from the unsuffixed-parameter one already recorded. ERF_module_mp_wdm6.F90:3111 computes pi = 4.*atan(1.). Neither literal is kind-suffixed, so 1. is a default REAL and the generic ATAN resolves to its SINGLE precision specific; the expression evaluates entirely in float32 and only then widens. Nothing here is a rounded constant: it is an intrinsic whose result kind is selected by its argument kind. Measured directly with gfortran rather than reasoned from kind rules: 4.*atan(1.) = 3.14159274101257324219, 4._kp*atan(1._kp) = 3.14159265358979311600, relative difference 2.7828e-08. The C++ used Real(4.0)*std::atan(Real(1.0)), a true double. pi is load-bearing: pidn0s, pidnc, pidnr, pidn0r, pidn0s, pidn0g, pacrs, pacrc and the pi*pi in G10c pfrzdtc all derive from it. Fixed by routing through wdm6_literal, which is constexpr but not restricted to constant expressions and so applies the same rounding to a runtime value. RESULT: G3 closed from 4.638e-13 to exactly 0.	G4 moved the wrong way, 1.231e-07 to 1.279e-07, which is the finding rather than a regression: pi was partially cancelling the snow-slope defect and removing it exposes the true magnitude. Correctness is established independently by G3 going bitwise. ALSO A RETRACTION: the previous handoff listed Euler-Mascheroni 0.577215664901532 among the 98 float32-lossy inline literals. It is not one. The Fortran writes it as 0.577215664901532_kind_phys at :3044, explicitly suffixed, so the C++ true double is already correct and must NOT be routed through wdm6_literal. That is a concrete instance of the standing 'do not wrap them blindly' caveat, and it means the 98-literal audit must check each Fortran counterpart for a suffix rather than assuming absence.
20260814T140000Z_wdm6_optionb_classifier	20260814T140000Z	RESIDUAL_CLASSIFICATION	CMake/BuildERFExe.cmake	G4	FIRST_FAILING_GROUP_IDENTIFIED	CLASSIFIED_LITERAL_NOT_STRUCTURAL	none	G4_DEPRIORITISED_STRUCTURAL_WORK_IS_G8_G13A	NA	optionb_classifier	tag_frontier	B	2	work1_snow	199	3	91	NA	NA	b2411e1363faad3a2c62216199b1076510aade0e	Option B adopted as a DIAGNOSTICS-ONLY configuration, which sidesteps the open oracle question entirely: F32 remains the shipping default and Option B is used only to classify residuals. build_wdm6_doubleliteral was found configured ERF_ENABLE_WDM6_FORT=OFF, so it contained no ERF_module_mp_wdm6.F90.o, had no oracle leg at all, and -fdefault-real-8 had never been applied because the source was never compiled. It had completed successfully against the wrong configuration, which is worse than failing. Reconfigured with the bridge ON and rebuilt; the scoping check now passes, flags.make attaching -fdefault-real-8 and -fdefault-double-8 to exactly ERF_module_mp_wdm6.F90.o and ERF_module_mp_wdm6_isohelper.F90.o and nothing else. CLASSIFICATION AT (199,3,91), same field, same cell, same run: rslope_snow relative 1.831e-08 under F32 against 1.602e-10 under Option B, 114x; rslopeb_snow 7.507e-08 against 6.57e-11, 1143x; vt_snow 7.507e-08 against 7.14e-11, 1052x. G4 IS LITERAL PRECISION, NOT STRUCTURAL, and needs no structural fix.	Contrast: several groups report divergences BIT-IDENTICAL across the two literal regimes, which is the strongest available evidence that they are structural. G8 POST 5.462e-08 at k=90 in both; G13a POST 1.302e+06 at k=43 in both; G13e POST 1.092e-07 against 1.091e-07; G13f POST 7.569e-08 against 7.568e-08; G14 POST 2.384e+05 at k=1 in both. Changing the entire literal regime moves them not at all. CONSEQUENCE FOR PLANNING: the route to Milestone B is G8 and G13a, both real ports rather than line fixes, and G4 should not absorb effort. Caveat on scope: the cross-group sweep behind this note used an ad hoc unnormalised script, not tools/build_ci, because build_ci hardwires BUILD_DIR to build_wdm6 and has no --build-dir flag. Only the G4 field-level numbers above and the bit-identical readings are relied on; a full Option B sweep needs build_ci parameterised first.
20260814T150000Z_wdm6_inline_literals_routed	20260814T150000Z	TIER2_ROOT_CAUSE_FIXED	Source/Microphysics/WDM6/ERF_AdvanceWDM6.cpp	G4	CLASSIFIED_LITERAL_NOT_STRUCTURAL	CLOSED_UNDER_OPTION_B	milestone_B_notes	SEDIMENTATION_CHAIN_CLEARED_STRUCTURAL_SET_ISOLATED	NA	optionb_classifier	tag_frontier	B	2	work1_snow	199	3	91	NA	NA	f11ef9a0	Two changes. FIRST, tools/build_ci gained --build-dir so the Option B diagnostic build can be driven through the harness instead of by ad hoc scripts; artifact names now carry a build tag so the two modes cannot overwrite each other, and the harness refuses any build configured ERF_ENABLE_WDM6_FORT=OFF, which is the trap build_wdm6_doubleliteral had been sitting in. SECOND, 38 hard-coded Real(...f) float32 literals across ERF_AdvanceWDM6.cpp and ERF_InitWDM6.cpp were routed through wdm6_literal: 1.81 x11, 8.794e-5 x9, 0.3333333 x5, 0.33333333 x2, 1.496e-6 x2, 0.01 x2, 0.8 x2, and one each of 1.0e3, 0.1, 4.92e-11, 1.33, 1.0e-6. These are the same hand-added-suffix class the header comment describes for actk, bvtr, bvts and satmax, which had been absorbed into the toggle while these 38 were missed. VERIFIED BITWISE NO-OP UNDER F32: the entire step-2 tag frontier is unchanged group for group, and Milestone A still returns PLOTFILE AGREE. Under Option B they were actively harmful, staying float32 while the Fortran became double, and were the source of the 4.089e+00 readings on G3, G14, G16a, G16b and G17 that Option B alone showed.	EFFECT ON THE CLASSIFIER, which was the point. Under Option B the sedimentation chain now collapses: G4 POST 1.279e-07 to 1.421e-12, and G5c, G6 and G7 follow. G4 is closed as a literal-class artifact and needs no structural work. THE STRUCTURAL SET IS NOW ISOLATED, being bit-identical across both literal regimes: G8 POST 5.462e-08 at k=90 on qi; G11 POST 2.138e-03 against 2.139e-03 at k=33; G13a POST 1.302e+06 at k=43; G13e POST 1.092e-07 and G13f POST 7.569e-08 at k=90 and k=91; G14 POST 2.384e+05 at k=1. Everything else moved by three or more orders under Option B and is literal-class. CAVEAT: the residual 4.089e+00 and 5.098e+00 readings that survive on G3, G10a-e, G11 PRE, G13a PRE, G13c PRE, G16 and G17 are all on nc, a field of order 1.5e8, so they are about 2.8e-08 relative and are NOT yet adjudicated. Normalising by field magnitude is exactly what the pending generator/inheritor parity matrix must do before any of them is called structural.
20260814T153500Z_wdm6_milestone_c_first_run_and_mode_comparison	20260814T153500Z	PLOTFILE_MILESTONE_C_EXECUTED	campaign_validation_manifest.tsv	NA	C_NOT_RUN	C_FAIL_WARM_RAIN_ONLY_SOLUTION_STABLE	milestone_C_status	none	20260814T153000Z_v1q_c_fortran_dbg0;20260814T153000Z_v1q_c_cpp_dbg0;20260814T153000Z_v1r_c_fortran_dbg0;20260814T153000Z_v1r_c_cpp_dbg0	plotfile_parity_wdm6_bubble_v1q	plotfile_parity_serial	C	100	nr	NA	NA	NA	NA	NA	b80860e85cb4c0d3e2a5e0f1a2b3c4d5e6f70000	Milestone C run for the first time in the campaign, on BOTH build modes, after the operator observed that a parity milestone arguably only means something in the configuration where the Fortran itself is compiled with promoted reals. Both legs complete 100 steps in both modes with no crash and no NaN, so the native path is numerically stable to t=50s with the warm-rain defect still present. C FAILS on the same signature as B: nr 9.9965e-01, qrain 9.9703e-01, qp 9.9674e-01, qgraup 9.9439e-01, rhoQ2 9.9193e-01, rhoQ3 9.5893e-01, 5 of 32 bitwise equal. The error is BOUNDED rather than divergent: x_velocity 6.499e-01 and z_velocity 2.708e-01 at step 100 against 3.595e-02 and 1.227e-03 at step 10, temp 7.483e-03 relative, pressure 4.426e-04. A persistent condensate-partitioning error, not an instability.	THE MODE COMPARISON ANSWERS THE ORACLE QUESTION EMPIRICALLY, and not in the direction expected. MILESTONE A: F32 gives 32 of 32 BITWISE EQUAL, a clean PASS; Option B gives only 20 of 32, worst nc 2.783e-08 relative, which is the float32-pi signature to four figures and suggests a residual pi mismatch survives on one side under promotion. So F32 is STRICTLY BETTER at A and the shipping default should not change. MILESTONES B AND C: identical between the two modes to about seven significant figures. B worst nr 1.000e+00 in both; C worst nr 9.996537929e-01 under F32 against 9.996538349e-01 under Option B. The warm-rain failure is therefore COMPLETELY INSENSITIVE to the literal regime, which is the plotfile-level confirmation of the tag-level structural classification and is much stronger evidence than the tag readings alone. CONCLUSION: keep F32 as the shipping default and Option B as diagnostics only, exactly as scoped. Option B buys nothing at B or C because what remains is structural; its value is solely as a classifier.
